y,x,cluster_var,w_left,w_ideology,w_strength,w_strong,w_strength_qrt
1,-.047029287,100603,1,1,.3649317,1,0
1,.051315546,100603,0,3,.41295761,1,1
1,-.051315546,100603,1,1,.42132667,1,1
1,.16704057,100603,0,3,.48065329,2,3
1,-.16704057,100603,1,1,.45277697,2,2
1,.16138312,100603,0,3,.43777859,2,2
1,-.16138312,100603,1,1,.53496915,2,3
1,.10215591,1006032000,0,3,.41004369,1,1
0,-.10215591,1006032000,0,4,.10270938,1,0
1,.074592024,1006032000,0,4,.13020507,1,0
1,-.074592024,1006032000,0,3,.44297346,2,2
1,.041832566,1006032000,0,3,.36657035,1,0
1,-.041832566,1006032000,0,4,.15065286,1,0
1,.19287358,1006032000,0,2,.15073687,1,0
1,-.19287358,1006032000,0,4,.1232109,1,0
1,.13794051,1006032000,0,3,.33866912,1,0
1,-.13794051,1006032000,1,1,.47229701,2,3
1,.10656807,1006032000,0,2,.33821744,1,0
1,-.10656807,1006032000,0,4,.13387974,1,0
1,.16854641,100604,0,2,.22066909,1,0
1,-.16854641,100604,0,3,.4343574,1,1
1,.13633379,100604,0,2,.17112009,1,0
1,-.13633379,100604,1,1,.41064155,1,1
1,.074662596,100604,0,3,.48386875,2,3
1,-.074662596,100604,1,1,.3649317,1,0
1,.001368463,100604,0,3,.41295761,1,1
1,-.001368463,100604,1,1,.42132667,1,1
1,.13504833,100604,0,3,.48065329,2,3
1,-.13504833,100604,1,1,.45277697,2,2
1,.10186183,100604,0,3,.43777859,2,2
1,-.10186183,100604,1,1,.53496915,2,3
1,.10395896,1006041984,0,3,.41004369,1,1
1,-.10395896,1006041984,1,1,.48534492,2,3
1,.092823729,1006041984,0,3,.44297346,2,2
1,-.092823729,1006041984,0,3,.44297346,2,2
1,.062732115,1006041984,0,3,.36657035,1,0
1,-.062732115,1006041984,0,4,.15065286,1,0
1,.17761923,1006041984,0,3,.4019334,1,1
1,-.17761923,1006041984,0,4,.1232109,1,0
1,.097998142,1006041984,0,3,.33866912,1,0
1,-.097998142,1006041984,0,4,.13503063,1,0
1,.048716903,1006041984,0,2,.33821744,1,0
1,-.048716903,1006041984,0,4,.13387974,1,0
1,.18438831,100605,0,2,.17112009,1,0
1,-.18438831,100605,0,3,.40028864,1,1
1,.014215857,100605,0,3,.48386875,2,3
0,-.014215857,100605,0,3,.48386875,2,3
1,.012401164,100605,1,1,.42132667,1,1
1,-.012401164,100605,0,3,.41295761,1,1
1,.0042437911,100605,1,1,.45277697,2,2
1,-.0042437911,100605,0,3,.48065329,2,3
1,.11810273,100605,0,3,.43777859,2,2
1,-.11810273,100605,1,1,.53496915,2,3
1,.049784482,1006051968,0,3,.41004369,1,1
1,-.049784482,1006051968,1,1,.48534492,2,3
1,.046345562,1006051968,0,3,.44297346,2,2
1,-.046345562,1006051968,0,4,.13020507,1,0
1,.084425986,1006051968,0,3,.36657035,1,0
1,-.084425986,1006051968,0,4,.15065286,1,0
1,.25081232,1006051968,0,3,.4019334,1,1
1,-.25081232,1006051968,0,4,.1232109,1,0
1,.19048682,1006052032,0,3,.33866912,1,0
1,-.19048682,1006052032,1,1,.47229701,2,3
1,.055948794,1006052032,0,3,.22793289,1,0
1,-.055948794,1006052032,0,4,.13387974,1,0
1,.17017579,100606,0,3,.4343574,1,1
1,-.17017579,100606,1,1,.39157149,1,1
1,.18465203,100606,0,3,.40028864,1,1
1,-.18465203,100606,1,1,.41064155,1,1
1,.2178981,100606,0,3,.48386875,2,3
1,-.2178981,100606,1,1,.3649317,1,0
1,.054574266,100606,0,3,.41295761,1,1
1,-.054574266,100606,1,1,.42132667,1,1
1,.28380132,100606,0,3,.48065329,2,3
1,-.28380132,100606,1,1,.45277697,2,2
1,.15767956,1006062016,0,3,.41004369,1,1
1,-.15767956,1006062016,1,1,.48534492,2,3
1,.20518902,1006062016,0,3,.44297346,2,2
1,-.20518902,1006062016,0,4,.13020507,1,0
1,.045352593,1006062016,0,3,.36657035,1,0
1,-.045352593,1006062016,0,4,.15065286,1,0
1,.22127931,1006062016,0,3,.4019334,1,1
1,-.22127931,1006062016,1,1,.37565202,1,0
1,.055861771,1006062016,0,2,.33821744,1,0
1,-.055861771,1006062016,0,3,.22793289,1,0
1,.22166133,1006072000,0,3,.41004369,1,1
1,-.22166133,1006072000,1,1,.48534492,2,3
1,.19290166,1006072000,0,3,.44297346,2,2
1,-.19290166,1006072000,0,4,.13020507,1,0
1,.15593545,1006072000,0,3,.36657035,1,0
1,-.15593545,1006072000,0,4,.15065286,1,0
1,.0012178123,1006072000,0,3,.22793289,1,0
1,-.0012178123,1006072000,0,2,.33821744,1,0
1,.24620029,1006081984,0,3,.41004369,1,1
1,-.24620029,1006081984,1,1,.48534492,2,3
1,.022826195,1006081984,0,3,.44297346,2,2
1,-.022826195,1006081984,0,3,.44297346,2,2
1,.022749543,1006081984,0,4,.15065286,1,0
1,-.022749543,1006081984,0,3,.36657035,1,0
1,.22847639,1006081984,0,3,.4019334,1,1
1,-.22847639,1006081984,0,4,.1232109,1,0
1,.14693636,1006081984,0,3,.45882091,2,2
1,-.14693636,1006081984,0,3,.45882091,2,2
1,.24077205,1006081984,0,3,.33866912,1,0
1,-.24077205,1006081984,0,4,.13503063,1,0
